Date,SPX_Close,VIX_Today,SPX_Return_Pct,fgi_value,Vol_Level
2023-06-28,4376.85986328125,13.430000305175781,-0.04,62,Normal
2023-06-29,4396.43994140625,13.539999961853027,0.45,54,Normal
2023-06-30,4450.3798828125,13.59000015258789,1.23,56,Normal
2023-07-03,4455.58984375,13.569999694824219,0.12,62,Normal
2023-07-05,4446.81982421875,14.180000305175781,-0.2,61,Normal
2023-07-06,4411.58984375,15.4399995803833,-0.79,56,Normal
2023-07-07,4398.9501953125,14.829999923706055,-0.29,55,Normal
2023-07-10,4409.52978515625,15.069999694824219,0.24,56,Normal
2023-07-11,4439.259765625,14.84000015258789,0.67,57,Normal
2023-07-12,4472.16015625,13.539999961853027,0.74,64,Normal
2023-07-13,4510.0400390625,13.609999656677246,0.85,57,Normal
2023-07-14,4505.419921875,13.34000015258789,-0.1,60,Normal
2023-07-17,4522.7900390625,13.479999542236328,0.39,54,Normal
2023-07-18,4554.97998046875,13.300000190734863,0.71,56,Normal
2023-07-19,4565.72021484375,13.760000228881836,0.24,50,Normal
2023-07-20,4534.8701171875,13.989999771118164,-0.68,56,Normal
2023-07-21,4536.33984375,13.600000381469727,0.03,50,Normal
2023-07-24,4554.64013671875,13.90999984741211,0.4,55,Normal
2023-07-25,4567.4599609375,13.859999656677246,0.28,50,Normal
2023-07-26,4566.75,13.1899995803833,-0.02,51,Normal
2023-07-27,4537.41015625,14.40999984741211,-0.64,51,Normal
2023-07-28,4582.22998046875,13.329999923706055,0.99,52,Normal
2023-07-31,4588.9599609375,13.630000114440918,0.15,50,Normal
2023-08-01,4576.72998046875,13.930000305175781,-0.27,53,Normal
2023-08-02,4513.39013671875,16.09000015258789,-1.38,53,Normal
2023-08-03,4501.89013671875,15.920000076293945,-0.25,52,Normal
2023-08-04,4478.02978515625,17.100000381469727,-0.53,54,Normal
2023-08-07,4518.43994140625,15.770000457763672,0.9,49,Normal
2023-08-08,4499.3798828125,15.989999771118164,-0.42,54,Normal
2023-08-09,4467.7099609375,15.960000038146973,-0.7,50,Normal
2023-08-10,4468.830078125,15.850000381469727,0.03,53,Normal
2023-08-11,4464.0498046875,14.84000015258789,-0.11,51,Normal
2023-08-14,4489.72021484375,14.819999694824219,0.58,50,Normal
2023-08-15,4437.85986328125,16.459999084472656,-1.16,53,Normal
2023-08-16,4404.330078125,16.780000686645508,-0.76,52,Normal
2023-08-17,4370.35986328125,17.889999389648438,-0.77,50,Normal
2023-08-18,4369.7099609375,17.299999237060547,-0.01,37,Normal
2023-08-21,4399.77001953125,17.1299991607666,0.69,38,Normal
2023-08-22,4387.5498046875,16.969999313354492,-0.28,37,Normal
2023-08-23,4436.009765625,15.979999542236328,1.1,37,Normal
2023-08-24,4376.31005859375,17.200000762939453,-1.35,41,Normal
2023-08-25,4405.7099609375,15.680000305175781,0.67,39,Normal
2023-08-28,4433.31005859375,15.079999923706055,0.63,39,Normal
2023-08-29,4497.6298828125,14.449999809265137,1.45,39,Normal
2023-08-30,4514.8701171875,13.880000114440918,0.38,49,Normal
2023-08-31,4507.66015625,13.569999694824219,-0.16,52,Normal
2023-09-01,4515.77001953125,13.09000015258789,0.18,40,Normal
2023-09-05,4496.830078125,14.010000228881836,-0.42,40,Normal
2023-09-06,4465.47998046875,14.449999809265137,-0.7,42,Normal
2023-09-07,4451.14013671875,14.399999618530273,-0.32,41,Normal
